name,price,link,stock_availability,rating
Horrible Bear!,37.52,https://books.toscrape.com/horrible-bear_168/index.html,In stock,Two
Holidays on Ice,51.07,https://books.toscrape.com/holidays-on-ice_167/index.html,In stock,Two
Heir to the Sky,44.07,https://books.toscrape.com/heir-to-the-sky_166/index.html,In stock,Four
Green Eggs and Ham (Beginner Books B-16),10.79,https://books.toscrape.com/green-eggs-and-ham-beginner-books-b-16_165/index.html,In stock,Four
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,https://books.toscrape.com/grayson-vol-3-nemesis-grayson-3_164/index.html,In stock,One
Gratitude,26.66,https://books.toscrape.com/gratitude_163/index.html,In stock,Five
Gone Girl,37.60,https://books.toscrape.com/gone-girl_162/index.html,In stock,Five
Golden (Heart of Dread #3),42.21,https://books.toscrape.com/golden-heart-of-dread-3_161/index.html,In stock,Four
Girl in the Blue Coat,46.83,https://books.toscrape.com/girl-in-the-blue-coat_160/index.html,In stock,Two
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,https://books.toscrape.com/fruits-basket-vol-3-fruits-basket-3_159/index.html,In stock,Two
"Friday Night Lights: A Town, a Team, and a Dream",51.22,https://books.toscrape.com/friday-night-lights-a-town-a-team-and-a-dream_158/index.html,In stock,Three
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,https://books.toscrape.com/fire-bound-sea-havensisters-of-the-heart-5_157/index.html,In stock,Four
Fifty Shades Freed (Fifty Shades #3),15.36,https://books.toscrape.com/fifty-shades-freed-fifty-shades-3_156/index.html,In stock,Five
Fellside,38.62,https://books.toscrape.com/fellside_155/index.html,In stock,One
Extreme Prey (Lucas Davenport #26),25.40,https://books.toscrape.com/extreme-prey-lucas-davenport-26_154/index.html,In stock,Three
Eragon (The Inheritance Cycle #1),43.87,https://books.toscrape.com/eragon-the-inheritance-cycle-1_153/index.html,In stock,Three
Eclipse (Twilight #3),18.74,https://books.toscrape.com/eclipse-twilight-3_152/index.html,In stock,One
Dune (Dune #1),54.86,https://books.toscrape.com/dune-dune-1_151/index.html,In stock,One
Dracula,52.62,https://books.toscrape.com/dracula_150/index.html,In stock,Three
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,https://books.toscrape.com/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,In stock,One
Disrupted: My Misadventure in the Start-Up Bubble,15.28,https://books.toscrape.com/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,In stock,Five
Dead Wake: The Last Crossing of the Lusitania,39.24,https://books.toscrape.com/dead-wake-the-last-crossing-of-the-lusitania_147/index.html,In stock,Five
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,https://books.toscrape.com/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html,In stock,One
Darkfever (Fever #1),56.02,https://books.toscrape.com/darkfever-fever-1_145/index.html,In stock,One
Dark Places,23.90,https://books.toscrape.com/dark-places_144/index.html,In stock,Five
Crazy Rich Asians (Crazy Rich Asians #1),49.13,https://books.toscrape.com/crazy-rich-asians-crazy-rich-asians-1_143/index.html,In stock,Five
Counting Thyme,10.62,https://books.toscrape.com/counting-thyme_142/index.html,In stock,One
Cosmos,36.17,https://books.toscrape.com/cosmos_141/index.html,In stock,Two
Civilization and Its Discontents,59.95,https://books.toscrape.com/civilization-and-its-discontents_140/index.html,In stock,Two
Cinder (The Lunar Chronicles #1),26.09,https://books.toscrape.com/cinder-the-lunar-chronicles-1_139/index.html,In stock,One
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,https://books.toscrape.com/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,In stock,Two
Career of Evil (Cormoran Strike #3),24.72,https://books.toscrape.com/career-of-evil-cormoran-strike-3_137/index.html,In stock,Two
Breaking Dawn (Twilight #4),35.28,https://books.toscrape.com/breaking-dawn-twilight-4_136/index.html,In stock,Five
Brave Enough,51.32,https://books.toscrape.com/brave-enough_135/index.html,In stock,Five
Boy Meets Boy,21.12,https://books.toscrape.com/boy-meets-boy_134/index.html,In stock,Three
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,https://books.toscrape.com/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html,In stock,Two
Blink: The Power of Thinking Without Thinking,21.74,https://books.toscrape.com/blink-the-power-of-thinking-without-thinking_132/index.html,In stock,Five
Black Flags: The Rise of ISIS,40.87,https://books.toscrape.com/black-flags-the-rise-of-isis_131/index.html,In stock,One
"Black Butler, Vol. 1 (Black Butler #1)",49.31,https://books.toscrape.com/black-butler-vol-1-black-butler-1_130/index.html,In stock,One
Big Little Lies,22.11,https://books.toscrape.com/big-little-lies_129/index.html,In stock,One
Between Shades of Gray,20.79,https://books.toscrape.com/between-shades-of-gray_128/index.html,In stock,Five
Best of My Love (Fool's Gold #20),27.41,https://books.toscrape.com/best-of-my-love-fools-gold-20_127/index.html,In stock,Two
Beowulf,38.35,https://books.toscrape.com/beowulf_126/index.html,In stock,Two
Beautiful Creatures (Caster Chronicles #1),21.55,https://books.toscrape.com/beautiful-creatures-caster-chronicles-1_125/index.html,In stock,Five
Awkward,38.02,https://books.toscrape.com/awkward_124/index.html,In stock,Two
Ash,22.06,https://books.toscrape.com/ash_123/index.html,In stock,Four
Are We There Yet?,10.66,https://books.toscrape.com/are-we-there-yet_122/index.html,In stock,Three
Are We Smart Enough to Know How Smart Animals Are?,56.58,https://books.toscrape.com/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,In stock,One
Annie on My Mind,36.83,https://books.toscrape.com/annie-on-my-mind_120/index.html,In stock,Five
And Then There Were None,35.01,https://books.toscrape.com/and-then-there-were-none_119/index.html,In stock,Two
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,https://books.toscrape.com/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html,In stock,Four
A Visit from the Goon Squad,14.08,https://books.toscrape.com/a-visit-from-the-goon-squad_117/index.html,In stock,Five
A Storm of Swords (A Song of Ice and Fire #3),31.22,https://books.toscrape.com/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html,In stock,Two
A Heartbreaking Work of Staggering Genius,54.29,https://books.toscrape.com/a-heartbreaking-work-of-staggering-genius_115/index.html,In stock,Five
8 Keys to Mental Health Through Exercise,31.04,https://books.toscrape.com/8-keys-to-mental-health-through-exercise_114/index.html,In stock,One
#GIRLBOSS,50.96,https://books.toscrape.com/girlboss_113/index.html,In stock,One
"The Suffragettes (Little Black Classics, #96)",11.89,https://books.toscrape.com/the-suffragettes-little-black-classics-96_112/index.html,In stock,Two
The Sense of an Ending,31.38,https://books.toscrape.com/the-sense-of-an-ending_111/index.html,In stock,Three
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,https://books.toscrape.com/the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html,In stock,One
The Course of Love,16.78,https://books.toscrape.com/the-course-of-love_109/index.html,In stock,Three
Sugar Rush (Offensive Line #2),24.42,https://books.toscrape.com/sugar-rush-offensive-line-2_108/index.html,In stock,One
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,https://books.toscrape.com/saga-volume-2-saga-collected-editions-2_107/index.html,In stock,Three
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,https://books.toscrape.com/run-spot-run-the-ethics-of-keeping-pets_106/index.html,In stock,One
New Moon (Twilight #2),12.86,https://books.toscrape.com/new-moon-twilight-2_105/index.html,In stock,Four
Life,31.58,https://books.toscrape.com/life_104/index.html,In stock,Five
Kindle Paperwhite User's Guide,34.00,https://books.toscrape.com/kindle-paperwhite-users-guide_103/index.html,In stock,Three
H is for Hawk,57.42,https://books.toscrape.com/h-is-for-hawk_102/index.html,In stock,Five
Girl Online On Tour (Girl Online #2),53.47,https://books.toscrape.com/girl-online-on-tour-girl-online-2_101/index.html,In stock,One
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,https://books.toscrape.com/fruits-basket-vol-2-fruits-basket-2_100/index.html,In stock,Five
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,https://books.toscrape.com/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,In stock,Four
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,https://books.toscrape.com/y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html,In stock,Four
While You Were Mine,41.32,https://books.toscrape.com/while-you-were-mine_97/index.html,In stock,Five
Where Lightning Strikes (Bleeding Stars #3),39.77,https://books.toscrape.com/where-lightning-strikes-bleeding-stars-3_96/index.html,In stock,Three
When I'm Gone,51.96,https://books.toscrape.com/when-im-gone_95/index.html,In stock,Three
Ways of Seeing,39.51,https://books.toscrape.com/ways-of-seeing_94/index.html,In stock,Five
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.40,https://books.toscrape.com/vampire-knight-vol-1-vampire-knight-1_93/index.html,In stock,One
Vampire Girl (Vampire Girl #1),53.82,https://books.toscrape.com/vampire-girl-vampire-girl-1_92/index.html,In stock,Two
Twenty Love Poems and a Song of Despair,30.95,https://books.toscrape.com/twenty-love-poems-and-a-song-of-despair_91/index.html,In stock,Four
Travels with Charley: In Search of America,57.82,https://books.toscrape.com/travels-with-charley-in-search-of-america_90/index.html,In stock,Five
Three Wishes (River of Time: California #1),44.18,https://books.toscrape.com/three-wishes-river-of-time-california-1_89/index.html,In stock,Two
This One Moment (Pushing Limits #1),48.71,https://books.toscrape.com/this-one-moment-pushing-limits-1_88/index.html,In stock,One
The Zombie Room,19.69,https://books.toscrape.com/the-zombie-room_87/index.html,In stock,Five
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,https://books.toscrape.com/the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html,In stock,Two
The Tumor,41.56,https://books.toscrape.com/the-tumor_85/index.html,In stock,Five
The Story of Hong Gildong,43.19,https://books.toscrape.com/the-story-of-hong-gildong_84/index.html,In stock,Four
The Silent Wife,12.34,https://books.toscrape.com/the-silent-wife_83/index.html,In stock,Five
The Silent Twin (Detective Jennifer Knight #3),36.25,https://books.toscrape.com/the-silent-twin-detective-jennifer-knight-3_82/index.html,In stock,Three
The Selfish Gene,29.45,https://books.toscrape.com/the-selfish-gene_81/index.html,In stock,One
The Secret Healer,34.56,https://books.toscrape.com/the-secret-healer_80/index.html,In stock,Three
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,https://books.toscrape.com/the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html,In stock,Three
The Republic,33.78,https://books.toscrape.com/the-republic_78/index.html,In stock,Three
The Odyssey,29.64,https://books.toscrape.com/the-odyssey_77/index.html,In stock,Three
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.70,https://books.toscrape.com/the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html,In stock,Four
The Nicomachean Ethics,36.34,https://books.toscrape.com/the-nicomachean-ethics_75/index.html,In stock,One
The Name of the Wind (The Kingkiller Chronicle #1),50.59,https://books.toscrape.com/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html,In stock,Three
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,https://books.toscrape.com/the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html,In stock,One
The Little Prince,45.42,https://books.toscrape.com/the-little-prince_72/index.html,In stock,Two
The Light of the Fireflies,54.43,https://books.toscrape.com/the-light-of-the-fireflies_71/index.html,In stock,One
The Last Girl (The Dominion Trilogy #1),36.26,https://books.toscrape.com/the-last-girl-the-dominion-trilogy-1_70/index.html,In stock,Two
The Iliad,16.16,https://books.toscrape.com/the-iliad_69/index.html,In stock,One
The Hook Up (Game On #1),36.29,https://books.toscrape.com/the-hook-up-game-on-1_68/index.html,In stock,Five
The Haters,27.89,https://books.toscrape.com/the-haters_67/index.html,In stock,Five
The Girl You Lost,12.29,https://books.toscrape.com/the-girl-you-lost_66/index.html,In stock,Five
The Girl In The Ice (DCI Erika Foster #1),15.85,https://books.toscrape.com/the-girl-in-the-ice-dci-erika-foster-1_65/index.html,In stock,Three
The End of the Jesus Era (An Investigation #1),14.40,https://books.toscrape.com/the-end-of-the-jesus-era-an-investigation-1_64/index.html,In stock,One
The Edge of Reason (Bridget Jones #2),19.18,https://books.toscrape.com/the-edge-of-reason-bridget-jones-2_63/index.html,In stock,Four
The Complete Maus (Maus #1-2),10.64,https://books.toscrape.com/the-complete-maus-maus-1-2_62/index.html,In stock,Three
The Communist Manifesto,14.76,https://books.toscrape.com/the-communist-manifesto_61/index.html,In stock,Three
The Bhagavad Gita,57.49,https://books.toscrape.com/the-bhagavad-gita_60/index.html,In stock,Three
The Bette Davis Club,30.66,https://books.toscrape.com/the-bette-davis-club_59/index.html,In stock,Three
The Art of Not Breathing,40.83,https://books.toscrape.com/the-art-of-not-breathing_58/index.html,In stock,Four
Taking Shots (Assassins #1),18.88,https://books.toscrape.com/taking-shots-assassins-1_57/index.html,In stock,Two
Starlark,25.83,https://books.toscrape.com/starlark_56/index.html,In stock,Three
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,https://books.toscrape.com/skip-beat-vol-01-skip-beat-1_55/index.html,In stock,Three
Sister Sable (The Mad Queen #1),13.33,https://books.toscrape.com/sister-sable-the-mad-queen-1_54/index.html,In stock,Three
Shatter Me (Shatter Me #1),42.40,https://books.toscrape.com/shatter-me-shatter-me-1_53/index.html,In stock,One
Shameless,58.35,https://books.toscrape.com/shameless_52/index.html,In stock,Three
Shadow Rites (Jane Yellowrock #10),21.72,https://books.toscrape.com/shadow-rites-jane-yellowrock-10_51/index.html,In stock,Four
Settling the Score (The Summer Games #1),44.91,https://books.toscrape.com/settling-the-score-the-summer-games-1_50/index.html,In stock,Two
Sense and Sensibility,37.46,https://books.toscrape.com/sense-and-sensibility_49/index.html,In stock,One
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,https://books.toscrape.com/saga-volume-1-saga-collected-editions-1_48/index.html,In stock,One
"Rhythm, Chord & Malykhin",28.34,https://books.toscrape.com/rhythm-chord-malykhin_47/index.html,In stock,Two
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,https://books.toscrape.com/rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html,In stock,Five
Paradise Lost (Paradise #1),24.96,https://books.toscrape.com/paradise-lost-paradise-1_45/index.html,In stock,One
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,https://books.toscrape.com/paper-girls-vol-1-paper-girls-1-5_44/index.html,In stock,Four
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,https://books.toscrape.com/ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html,In stock,Three
Origins (Alphas 0.5),28.99,https://books.toscrape.com/origins-alphas-05_42/index.html,In stock,One
One Second (Seven #7),52.94,https://books.toscrape.com/one-second-seven-7_41/index.html,In stock,Two
On the Road (Duluoz Legend),32.36,https://books.toscrape.com/on-the-road-duluoz-legend_40/index.html,In stock,Three
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,https://books.toscrape.com/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html,In stock,Two
Off Sides (Off #1),39.45,https://books.toscrape.com/off-sides-off-1_38/index.html,In stock,Five
Of Mice and Men,47.11,https://books.toscrape.com/of-mice-and-men_37/index.html,In stock,Two
Myriad (Prentor #1),58.75,https://books.toscrape.com/myriad-prentor-1_36/index.html,In stock,Four
My Perfect Mistake (Over the Top #1),38.92,https://books.toscrape.com/my-perfect-mistake-over-the-top-1_35/index.html,In stock,Two
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,https://books.toscrape.com/ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html,In stock,Four
Meditations,25.89,https://books.toscrape.com/meditations_33/index.html,In stock,Two
Matilda,28.34,https://books.toscrape.com/matilda_32/index.html,In stock,One
Lost Among the Living,27.70,https://books.toscrape.com/lost-among-the-living_31/index.html,In stock,Four
Lord of the Flies,24.89,https://books.toscrape.com/lord-of-the-flies_30/index.html,In stock,Three
Listen to Me (Fusion #1),58.99,https://books.toscrape.com/listen-to-me-fusion-1_29/index.html,In stock,Three
Kitchens of the Great Midwest,57.20,https://books.toscrape.com/kitchens-of-the-great-midwest_28/index.html,In stock,Five
Jane Eyre,38.43,https://books.toscrape.com/jane-eyre_27/index.html,In stock,Five
Imperfect Harmony,34.74,https://books.toscrape.com/imperfect-harmony_26/index.html,In stock,Four
Icing (Aces Hockey #2),40.44,https://books.toscrape.com/icing-aces-hockey-2_25/index.html,In stock,Four
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,https://books.toscrape.com/hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html,In stock,Three
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,https://books.toscrape.com/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html,In stock,Four
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,https://books.toscrape.com/giant-days-vol-1-giant-days-1-4_22/index.html,In stock,Four
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,https://books.toscrape.com/fruits-basket-vol-1-fruits-basket-1_21/index.html,In stock,Five
Frankenstein,38.00,https://books.toscrape.com/frankenstein_20/index.html,In stock,Two
Forever Rockers (The Rocker #12),28.80,https://books.toscrape.com/forever-rockers-the-rocker-12_19/index.html,In stock,Three
Fighting Fate (Fighting #6),39.24,https://books.toscrape.com/fighting-fate-fighting-6_18/index.html,In stock,Three
Emma,32.93,https://books.toscrape.com/emma_17/index.html,In stock,Two
"Eat, Pray, Love",51.32,https://books.toscrape.com/eat-pray-love_16/index.html,In stock,Three
Deep Under (Walker Security #1),47.09,https://books.toscrape.com/deep-under-walker-security-1_15/index.html,In stock,Five
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,https://books.toscrape.com/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html,In stock,Four
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,https://books.toscrape.com/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html,In stock,Three
Charity's Cross (Charles Towne Belles #4),41.24,https://books.toscrape.com/charitys-cross-charles-towne-belles-4_12/index.html,In stock,One
Bright Lines,39.07,https://books.toscrape.com/bright-lines_11/index.html,In stock,Five
Bridget Jones's Diary (Bridget Jones #1),29.82,https://books.toscrape.com/bridget-joness-diary-bridget-jones-1_10/index.html,In stock,One
Bounty (Colorado Mountain #7),37.26,https://books.toscrape.com/bounty-colorado-mountain-7_9/index.html,In stock,Four
Blood Defense (Samantha Brinkman #1),20.30,https://books.toscrape.com/blood-defense-samantha-brinkman-1_8/index.html,In stock,Three
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,https://books.toscrape.com/bleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7/index.html,In stock,Five
Beyond Good and Evil,43.38,https://books.toscrape.com/beyond-good-and-evil_6/index.html,In stock,One
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,https://books.toscrape.com/alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html,In stock,One
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,https://books.toscrape.com/ajin-demi-human-volume-1-ajin-demi-human-1_4/index.html,In stock,Four
A Spy's Devotion (The Regency Spies of London #1),16.97,https://books.toscrape.com/a-spys-devotion-the-regency-spies-of-london-1_3/index.html,In stock,Five
1st to Die (Women's Murder Club #1),53.98,https://books.toscrape.com/1st-to-die-womens-murder-club-1_2/index.html,In stock,One
"1,000 Places to See Before You Die",26.08,https://books.toscrape.com/1000-places-to-see-before-you-die_1/index.html,In stock,Five
